date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,day_of_week,hour_of_day,is_weekend
2024-04-26,2H 44M 0S,Friday,FINCH STATION,MUIS,0,0,NA,YU,0,Friday,2,FALSE
2024-04-26,5H 40M 0S,Friday,KILPING STATION TO JAN,PUTO,0,0,E,BD,5025,Friday,5,FALSE
2024-04-26,6H 28M 0S,Friday,ROSEDALE STATION,PUOPO,0,0,N,YU,5101,Friday,6,FALSE
2024-04-26,6H 45M 0S,Friday,DUPONT STATION,SUG,0,0,NA,YU,0,Friday,6,FALSE
2024-04-26,6H 51M 0S,Friday,EGLINTON STATION,MUATC,4,8,N,YU,6006,Friday,6,FALSE
2024-04-26,6H 54M 0S,Friday,EGLINTON STATION,MUATC,4,8,N,YU,6026,Friday,6,FALSE
2024-04-26,7H 39M 0S,Friday,DONLANDS STATION,MUIRS,0,0,W,BD,0,Friday,7,FALSE
2024-04-26,7H 44M 0S,Friday,OSSINGTON STATION,PUMST,0,0,NA,BD,0,Friday,7,FALSE
2024-04-26,7H 45M 0S,Friday,FINCH STATION,PUOPO,3,6,S,YU,5476,Friday,7,FALSE
2024-04-26,8H 20M 0S,Friday,CHRISTIE STATION,TUCC,0,0,W,BD,5096,Friday,8,FALSE
2024-04-26,8H 23M 0S,Friday,YORKDALE STATION,MUIR,4,7,S,YU,5736,Friday,8,FALSE
2024-04-26,9H 50M 0S,Friday,DUFFERIN STATION,MUNCA,0,0,NA,BD,0,Friday,9,FALSE
2024-04-26,9H 56M 0S,Friday,SUMMERHILL STATION,PUOPO,6,10,S,YU,5956,Friday,9,FALSE
2024-04-26,9H 56M 0S,Friday,KIPLING STATION,PUSO,0,0,NA,BD,0,Friday,9,FALSE
2024-04-26,10H 13M 0S,Friday,BLOOR STATION,MUPAA,4,8,S,YU,5931,Friday,10,FALSE
2024-04-26,10H 52M 0S,Friday,DUNDAS STATION,SUAE,0,0,NA,YU,0,Friday,10,FALSE
2024-04-26,11H 48M 0S,Friday,YORKDALE STATION,SUO,0,0,NA,YU,0,Friday,11,FALSE
2024-04-26,11H 51M 0S,Friday,JANE STATION,PUMST,0,0,NA,BD,0,Friday,11,FALSE
2024-04-26,12H 6M 0S,Friday,SHERBOURNE STATION,SUPOL,217,222,W,BD,5273,Friday,12,FALSE
2024-04-26,12H 17M 0S,Friday,FINCH STATION,PUMEL,0,0,NA,YU,0,Friday,12,FALSE
2024-04-26,12H 37M 0S,Friday,ST GEORGE BD STATION,MUPAA,4,8,W,BD,5244,Friday,12,FALSE
2024-04-26,12H 45M 0S,Friday,DUFFERIN STATION,MUIS,0,0,NA,BD,0,Friday,12,FALSE
2024-04-26,12H 50M 0S,Friday,DUNDAS STATION,MUNCA,0,0,NA,YU,0,Friday,12,FALSE
2024-04-26,13H 8M 0S,Friday,BAY STATION,TUO,5,10,E,BD,5026,Friday,13,FALSE
2024-04-26,13H 51M 0S,Friday,DONLANDS STATION,MUNCA,0,0,NA,BD,0,Friday,13,FALSE
2024-04-26,13H 58M 0S,Friday,BLOOR STATION,SUO,14,19,N,YU,5826,Friday,13,FALSE
2024-04-26,14H 1M 0S,Friday,LAWRENCE STATION,MUIRS,0,0,NA,YU,0,Friday,14,FALSE
2024-04-26,14H 15M 0S,Friday,YORK UNIVERSITY STATIO,EUDO,7,12,S,YU,5951,Friday,14,FALSE
2024-04-26,14H 21M 0S,Friday,COLLEGE STATION,SUDP,4,9,S,YU,6011,Friday,14,FALSE
2024-04-26,14H 43M 0S,Friday,ST ANDREW STATION,SUO,3,8,N,YU,5891,Friday,14,FALSE
2024-04-26,15H 8M 0S,Friday,ST GEORGE YUS STATION,SUO,6,11,N,YU,5424,Friday,15,FALSE
2024-04-26,15H 45M 0S,Friday,BATHURST STATION,SUDP,0,0,W,BD,5178,Friday,15,FALSE
2024-04-26,15H 53M 0S,Friday,YONGE BD STATION,MUSC,0,0,E,BD,5204,Friday,15,FALSE
2024-04-26,16H 10M 0S,Friday,DAVISVILLE STATION,MUATC,3,6,S,YU,5591,Friday,16,FALSE
2024-04-26,16H 14M 0S,Friday,EGLINTON STATION,SUDP,5,8,S,YU,6121,Friday,16,FALSE
2024-04-26,16H 24M 0S,Friday,WILSON STATION,TUO,6,9,S,YU,5826,Friday,16,FALSE
2024-04-26,16H 38M 0S,Friday,LAWRENCE STATION,EUDO,6,12,S,YU,6006,Friday,16,FALSE
2024-04-26,16H 47M 0S,Friday,EGLINTON STATION,PUOPO,5,8,S,YU,5701,Friday,16,FALSE
2024-04-26,17H 2M 0S,Friday,UNION STATION,SUDP,0,0,NA,YU,0,Friday,17,FALSE
2024-04-26,17H 10M 0S,Friday,ST CLAIR STATION,MUI,6,9,S,YU,5886,Friday,17,FALSE
2024-04-26,17H 59M 0S,Friday,GREENWOOD STATION,MUPAA,3,7,E,BD,5203,Friday,17,FALSE
2024-04-26,18H 19M 0S,Friday,VAUGHAN MC STATION,MUPAA,0,0,S,YU,5841,Friday,18,FALSE
2024-04-26,18H 41M 0S,Friday,ROYAL YORK STATION,MUIS,0,0,NA,BD,0,Friday,18,FALSE
2024-04-26,18H 43M 0S,Friday,UNION STATION,MUO,0,0,NA,YU,0,Friday,18,FALSE
2024-04-26,19H 8M 0S,Friday,SHEPPARD STATION,SUDP,4,7,N,YU,6111,Friday,19,FALSE
2024-04-26,19H 50M 0S,Friday,CHRISTIE STATION,MUIR,12,17,E,BD,5118,Friday,19,FALSE
2024-04-26,20H 0M 0S,Friday,SHERBOURNE STATION,MUIRS,0,0,NA,BD,0,Friday,20,FALSE
2024-04-26,20H 6M 0S,Friday,ST CLAIR WEST STATION,MUSAN,3,8,S,YU,5666,Friday,20,FALSE
2024-04-26,20H 8M 0S,Friday,SHERBOURNE STATION,SUO,0,0,E,YU,5118,Friday,20,FALSE
2024-04-26,20H 29M 0S,Friday,LAWRENCE STATION,SUDP,0,0,N,YU,5941,Friday,20,FALSE
2024-04-26,20H 38M 0S,Friday,WILSON STATION,TUCC,5,8,N,YU,6096,Friday,20,FALSE
2024-04-26,20H 40M 0S,Friday,BAY STATION,TUSC,0,0,E,BD,5267,Friday,20,FALSE
2024-04-26,20H 43M 0S,Friday,FINCH STATION,MUPAA,0,0,S,YU,5941,Friday,20,FALSE
2024-04-26,20H 50M 0S,Friday,BROADVIEW STATION,EUCA,5,10,E,BD,5267,Friday,20,FALSE
2024-04-26,21H 25M 0S,Friday,GREENWOOD STATION,MUNCA,0,0,NA,BD,0,Friday,21,FALSE
2024-04-26,22H 0M 0S,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Friday,22,FALSE
2024-04-26,22H 18M 0S,Friday,VAUGHAN MC STATION,MUSAN,5,10,S,YU,6031,Friday,22,FALSE
2024-04-26,23H 46M 0S,Friday,FINCH STATION,MUIS,0,0,NA,YU,0,Friday,23,FALSE
2024-04-26,17M 0S,Friday,YORKDALE STATION,SUROB,0,0,NA,YU,0,Friday,0,FALSE
2024-04-26,36M 0S,Friday,EGLINTON STATION,SUAP,0,0,NA,YU,0,Friday,0,FALSE
2024-04-26,51M 0S,Friday,DONLANDS STATION,SUDP,6,14,W,BD,5247,Friday,0,FALSE
2024-04-26,58M 0S,Friday,KIPLING STATION,MUIS,0,0,NA,BD,0,Friday,0,FALSE
2024-04-26,1H 14M 0S,Friday,ST PATRICK STATION,SUDP,0,0,S,YU,0,Friday,1,FALSE
2024-04-26,1H 57M 0S,Friday,VAUGHAN MC STATION,SUO,0,0,NA,YU,0,Friday,1,FALSE
2024-04-26,6H 20M 0S,Friday,LESLIE STATION,SUDP,0,0,NA,SHP,0,Friday,6,FALSE
2024-04-26,12H 56M 0S,Friday,SHEPPARD-YONGE STATION,MUO,3,10,E,SHP,6161,Friday,12,FALSE
2024-04-26,20H 46M 0S,Friday,DON MILLS STATION,MUIS,0,0,NA,SHP,0,Friday,20,FALSE
2024-04-27,2H 33M 0S,Saturday,FINCH STATION,MUIRS,0,0,NA,YU,0,Saturday,2,TRUE
2024-04-27,3H 26M 0S,Saturday,KEELE YARD,SUG,6,12,E,BD,5275,Saturday,3,TRUE
2024-04-27,5H 48M 0S,Saturday,KIPLING STATION,PUTO,0,0,E,BD,5235,Saturday,5,TRUE
2024-04-27,5H 59M 0S,Saturday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5561,Saturday,5,TRUE
2024-04-27,6H 4M 0S,Saturday,KEELE YARD,SUG,5,10,E,BD,5281,Saturday,6,TRUE
2024-04-27,6H 34M 0S,Saturday,DAVISVILLE STATION,MUO,3,0,S,YU,6041,Saturday,6,TRUE
2024-04-27,7H 7M 0S,Saturday,YORKDALE STATION,PUOPO,22,28,S,YU,5451,Saturday,7,TRUE
2024-04-27,7H 15M 0S,Saturday,YORKDALE STATION,MUO,20,26,N,YU,5996,Saturday,7,TRUE
2024-04-27,7H 49M 0S,Saturday,SPADINA YUS STATION,MUIRS,0,0,S,YU,0,Saturday,7,TRUE
2024-04-27,9H 21M 0S,Saturday,WOODBINE STATION,MUIR,0,0,E,BD,5333,Saturday,9,TRUE
2024-04-27,9H 39M 0S,Saturday,JANE STATION,SUDP,0,0,NA,BD,0,Saturday,9,TRUE
2024-04-27,9H 58M 0S,Saturday,JANE STATION,MUSC,0,0,W,BD,5244,Saturday,9,TRUE
2024-04-27,10H 8M 0S,Saturday,DUNDAS STATION,MUIS,0,0,N,YU,0,Saturday,10,TRUE
2024-04-27,10H 20M 0S,Saturday,LAWRENCE STATION,SUO,14,18,N,YU,5646,Saturday,10,TRUE
2024-04-27,10H 46M 0S,Saturday,SHEPPARD STATION,MUIR,3,7,N,YU,5746,Saturday,10,TRUE
2024-04-27,10H 54M 0S,Saturday,WELLESLEY STATION,MUNCA,0,0,NA,YU,0,Saturday,10,TRUE
2024-04-27,11H 3M 0S,Saturday,FINCH WEST STATION,PUSCR,5,9,S,YU,5666,Saturday,11,TRUE
2024-04-27,12H 9M 0S,Saturday,JANE STATION,MUI,17,22,W,BD,5231,Saturday,12,TRUE
2024-04-27,13H 50M 0S,Saturday,GREENWOOD STATION,SUDP,0,0,E,BD,5194,Saturday,13,TRUE
2024-04-27,14H 35M 0S,Saturday,DUPONT STATION,SUG,0,0,NA,YU,0,Saturday,14,TRUE
2024-04-27,14H 45M 0S,Saturday,JANE STATION,MUTO,4,6,W,BD,5008,Saturday,14,TRUE
2024-04-27,14H 54M 0S,Saturday,QUEEN STATION,MUIS,0,0,NA,YU,0,Saturday,14,TRUE
2024-04-27,15H 4M 0S,Saturday,BLOOR STATION,MUIRS,0,0,NA,YU,0,Saturday,15,TRUE
2024-04-27,15H 33M 0S,Saturday,SHEPPARD STATION,MUIS,0,0,NA,YU,0,Saturday,15,TRUE
2024-04-27,15H 41M 0S,Saturday,BLOOR STATION,SUDP,0,0,NA,YU,0,Saturday,15,TRUE
2024-04-27,16H 4M 0S,Saturday,WELLESLEY STATION,SUDP,0,0,S,YU,6006,Saturday,16,TRUE
2024-04-27,16H 18M 0S,Saturday,CASTLE FRANK STATION,MUPAA,0,0,W,BD,5102,Saturday,16,TRUE
2024-04-27,17H 7M 0S,Saturday,DUNDAS STATION,SUDP,0,0,S,YU,0,Saturday,17,TRUE
2024-04-27,17H 18M 0S,Saturday,JANE STATION,MUTO,5,10,E,BD,5091,Saturday,17,TRUE
2024-04-27,17H 36M 0S,Saturday,HIGH PARK STATION,SUUT,4,8,E,BD,5114,Saturday,17,TRUE
2024-04-27,18H 2M 0S,Saturday,YONGE BD STATION,MUSAN,5,10,E,BD,5114,Saturday,18,TRUE
2024-04-27,20H 9M 0S,Saturday,QUEEN'S PARK STATION,MUPAA,4,9,S,YU,6016,Saturday,20,TRUE
2024-04-27,20H 29M 0S,Saturday,DUPONT STATION,MUIR,9,14,S,YU,6101,Saturday,20,TRUE
2024-04-27,21H 15M 0S,Saturday,DUNDAS STATION,SUO,0,0,N,YU,0,Saturday,21,TRUE
2024-04-27,21H 20M 0S,Saturday,QUEEN STATION,MUIR,5,10,S,YU,5696,Saturday,21,TRUE
2024-04-27,21H 28M 0S,Saturday,QUEEN STATION,PUOPO,9,14,N,YU,6011,Saturday,21,TRUE
2024-04-27,21H 31M 0S,Saturday,HIGHWAY 407 STATION,PUOPO,4,9,N,YU,5946,Saturday,21,TRUE
2024-04-27,21H 37M 0S,Saturday,DUNDAS STATION,SUO,0,0,N,YU,0,Saturday,21,TRUE
2024-04-27,21H 48M 0S,Saturday,OSSINGTON STATION,PUMO,0,0,NA,BD,0,Saturday,21,TRUE
2024-04-27,22H 0M 0S,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/ BD,0,Saturday,22,TRUE
2024-04-27,23H 9M 0S,Saturday,PIONEER VILLAGE STATIO,MUIRS,0,0,NA,YU,0,Saturday,23,TRUE
2024-04-27,23H 27M 0S,Saturday,FINCH WEST STATION,MUIS,0,0,NA,YU,0,Saturday,23,TRUE
2024-04-27,23H 29M 0S,Saturday,VAUGHAN MC STATION,MUI,0,0,S,YU,6001,Saturday,23,TRUE
2024-04-27,23H 58M 0S,Saturday,VAUGHAN MC STATION,MUTO,6,12,S,YU,5391,Saturday,23,TRUE
2024-04-27,23M 0S,Saturday,YONGE BD STATION,MUNCA,0,0,NA,BD,0,Saturday,0,TRUE
2024-04-27,1H 42M 0S,Saturday,VICTORIA PARK STATION,MUIS,0,0,W,BD,0,Saturday,1,TRUE
2024-04-27,1H 55M 0S,Saturday,COLLEGE STATION,SUO,0,0,S,YU,0,Saturday,1,TRUE
2024-04-27,1H 58M 0S,Saturday,SPADINA YUS STATION,SUDP,4,10,N,YU,5756,Saturday,1,TRUE
2024-04-27,1H 58M 0S,Saturday,ST GEORGE YUS STATION,SUUT,0,0,N,YU,6026,Saturday,1,TRUE
2024-04-28,2H 12M 0S,Sunday,YORK MILLS STATION,SUAP,0,0,NA,YU,0,Sunday,2,TRUE
2024-04-28,5H 0M 0S,Sunday,LINE 2 - BLOOR - DANFO,MUO,0,0,NA,BD,0,Sunday,5,TRUE
2024-04-28,7H 2M 0S,Sunday,ST GEORGE BD STATION,TUNCA,0,0,NA,BD,0,Sunday,7,TRUE
2024-04-28,7H 59M 0S,Sunday,KIPLING TO ISLINGTON S,MUO,0,0,E,BD,5199,Sunday,7,TRUE
2024-04-28,8H 19M 0S,Sunday,UNION STATION,MUO,9,0,S,YU,5436,Sunday,8,TRUE
2024-04-28,8H 47M 0S,Sunday,OLD MILL STATION,EUSC,0,0,E,BD,5146,Sunday,8,TRUE
2024-04-28,10H 32M 0S,Sunday,ROYAL YORK STATION,EUSC,3,7,E,BD,5146,Sunday,10,TRUE
2024-04-28,10H 35M 0S,Sunday,ISLINGTON STATION,EUNT,3,7,W,BD,5353,Sunday,10,TRUE
2024-04-28,10H 41M 0S,Sunday,RUNNYMEDE STATION,MUIS,0,0,NA,BD,0,Sunday,10,TRUE
2024-04-28,10H 56M 0S,Sunday,VICTORIA PARK STATION,MUIS,0,0,NA,BD,0,Sunday,10,TRUE
2024-04-28,11H 20M 0S,Sunday,DOWNSVIEW PARK STATION,PUOPO,0,0,S,YU,5626,Sunday,11,TRUE
2024-04-28,11H 36M 0S,Sunday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5911,Sunday,11,TRUE
2024-04-28,11H 38M 0S,Sunday,HIGHWAY 407 STATION,PUOPO,6,10,S,YU,5911,Sunday,11,TRUE
2024-04-28,11H 49M 0S,Sunday,DONLANDS STATION,MUIRS,0,0,NA,BD,0,Sunday,11,TRUE
2024-04-28,12H 36M 0S,Sunday,DUNDAS WEST STATION,MUIRS,0,0,NA,BD,0,Sunday,12,TRUE
2024-04-28,13H 26M 0S,Sunday,EGLINTON STATION,MUATC,4,8,N,YU,5596,Sunday,13,TRUE
2024-04-28,13H 58M 0S,Sunday,ROYAL YORK STATION,TUSC,4,8,E,BD,5146,Sunday,13,TRUE
2024-04-28,15H 3M 0S,Sunday,EGLINTON STATION,MUIS,0,0,NA,YU,0,Sunday,15,TRUE
2024-04-28,16H 28M 0S,Sunday,COLLEGE STATION,SUDP,0,0,NA,YU,0,Sunday,16,TRUE
2024-04-28,16H 35M 0S,Sunday,SHEPPARD WEST STATION,PUMO,0,0,NA,YU,0,Sunday,16,TRUE
2024-04-28,16H 38M 0S,Sunday,BLOOR STATION,MUPAA,0,0,N,YU,5991,Sunday,16,TRUE
2024-04-28,17H 21M 0S,Sunday,COLLEGE STATION,SUDP,0,0,NA,YU,0,Sunday,17,TRUE
2024-04-28,17H 53M 0S,Sunday,MAIN STREET STATION,MUO,0,0,W,BD,0,Sunday,17,TRUE
2024-04-28,18H 20M 0S,Sunday,SHEPPARD WEST STATION,SUO,0,0,NA,YU,0,Sunday,18,TRUE
2024-04-28,18H 25M 0S,Sunday,QUEEN STATION,MUIS,0,0,N,YU,0,Sunday,18,TRUE
2024-04-28,19H 9M 0S,Sunday,BLOOR STATION,EUDO,6,12,N,YU,6056,Sunday,19,TRUE
2024-04-28,19H 15M 0S,Sunday,YORKDALE STATION,SUO,0,0,N,YU,0,Sunday,19,TRUE
2024-04-28,19H 40M 0S,Sunday,BLOOR STATION,MUIS,0,0,NA,YU,0,Sunday,19,TRUE
2024-04-28,19H 56M 0S,Sunday,ST ANDREW STATION,MUIR,18,24,S,YU,5936,Sunday,19,TRUE
2024-04-28,21H 9M 0S,Sunday,COLLEGE STATION,SUO,0,0,NA,YU,0,Sunday,21,TRUE
2024-04-28,22H 0M 0S,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU/BD,0,Sunday,22,TRUE
2024-04-28,22H 7M 0S,Sunday,ST CLAIR WEST STATION,MUNCA,0,0,NA,YU,0,Sunday,22,TRUE
2024-04-28,22H 17M 0S,Sunday,CASTLE FRANK STATION,MUPAA,0,0,E,BD,5361,Sunday,22,TRUE
2024-04-28,22H 48M 0S,Sunday,BATHURST STATION,SUO,0,0,NA,BD,0,Sunday,22,TRUE
2024-04-28,23H 46M 0S,Sunday,ROSEDALE STATION,PUOPO,0,0,N,YU,5586,Sunday,23,TRUE
2024-04-28,43M 0S,Sunday,ST CLAIR STATION,SUO,0,0,N,YU,6056,Sunday,0,TRUE
2024-04-28,1H 45M 0S,Sunday,FINCH STATION,MUIS,0,0,NA,YU,0,Sunday,1,TRUE
2024-04-28,1H 48M 0S,Sunday,WELLESLEY STATION,MUIS,0,0,NA,YU,0,Sunday,1,TRUE
2024-04-28,1H 52M 0S,Sunday,BATHURST STATION,MUIRS,0,0,NA,BD,0,Sunday,1,TRUE
2024-04-28,20M 0S,Sunday,DON MILLS STATION,SUDP,7,14,W,SHP,6161,Sunday,0,TRUE
2024-04-29,5H 42M 0S,Monday,KENNEDY BD STATION,EUBO,5,10,E,BD,5294,Monday,5,FALSE
2024-04-29,5H 47M 0S,Monday,UNION STATION,SUUT,0,0,N,YU,5711,Monday,5,FALSE
2024-04-29,5H 49M 0S,Monday,DONLANDS STATION,TUNIP,4,6,W,BD,5255,Monday,5,FALSE
2024-04-29,5H 50M 0S,Monday,GREENWOOD STATION,MUSC,8,13,E,BD,5301,Monday,5,FALSE
2024-04-29,5H 53M 0S,Monday,GREENWOOD YARD,MUSC,0,0,E,BD,5301,Monday,5,FALSE
2024-04-29,6H 5M 0S,Monday,KING STATION,PUOPO,5,9,N,YU,5926,Monday,6,FALSE
2024-04-29,6H 11M 0S,Monday,KING STATION,PUOPO,5,9,N,YU,5646,Monday,6,FALSE
2024-04-29,6H 14M 0S,Monday,ROYAL YORK STATION,EUSC,0,0,E,BD,5146,Monday,6,FALSE
2024-04-29,7H 28M 0S,Monday,KIPLING STATION,TUMVS,3,5,W,BD,5109,Monday,7,FALSE
2024-04-29,7H 37M 0S,Monday,QUEEN STATION,SUUT,0,0,S,YU,5481,Monday,7,FALSE
2024-04-29,7H 43M 0S,Monday,KIPLING STATION,MUIS,0,0,NA,BD,0,Monday,7,FALSE
2024-04-29,7H 57M 0S,Monday,OSGOODE STATION,MUI,3,6,S,YU,5571,Monday,7,FALSE
2024-04-29,8H 12M 0S,Monday,MUSEUM STATION,MUIR,5,8,S,YU,5896,Monday,8,FALSE
2024-04-29,8H 18M 0S,Monday,SPADINA YUS STATION,SUO,0,0,N,YU,5626,Monday,8,FALSE
2024-04-29,8H 19M 0S,Monday,SPADINA BD STATION,SUO,0,0,W,BD,5051,Monday,8,FALSE
2024-04-29,8H 36M 0S,Monday,GREENWOOD STATION,EUYRD,8,13,E,BD,5199,Monday,8,FALSE
2024-04-29,8H 42M 0S,Monday,DUNDAS STATION,MUIR,3,6,N,YU,5646,Monday,8,FALSE
2024-04-29,8H 48M 0S,Monday,ROSEDALE STATION,MUDD,4,7,S,YU,6046,Monday,8,FALSE
2024-04-29,8H 53M 0S,Monday,ROSEDALE STATION,MUI,5,8,S,YU,6061,Monday,8,FALSE
2024-04-29,8H 55M 0S,Monday,FINCH STATION,SUDP,0,0,NA,YU,0,Monday,8,FALSE
2024-04-29,9H 7M 0S,Monday,RUNNYMEDE STATION,PUSNT,3,5,W,BD,5008,Monday,9,FALSE
2024-04-29,9H 9M 0S,Monday,KENNEDY BD STATION,TUSC,0,0,E,BD,5299,Monday,9,FALSE
2024-04-29,9H 13M 0S,Monday,ST CLAIR WEST STATION,PUMEL,0,0,NA,YU,0,Monday,9,FALSE
2024-04-29,9H 57M 0S,Monday,WOODBINE STATION,MUSC,0,0,W,BD,5061,Monday,9,FALSE
2024-04-29,9H 58M 0S,Monday,NORTH YORK CTR STATION,TUCC,3,6,S,YU,5481,Monday,9,FALSE
2024-04-29,10H 24M 0S,Monday,SPADINA BD STATION,SUUT,9,13,E,BD,5235,Monday,10,FALSE
2024-04-29,10H 39M 0S,Monday,ST PATRICK STATION,MUSAN,5,10,N,YU,5901,Monday,10,FALSE
2024-04-29,10H 44M 0S,Monday,KENNEDY BD STATION,SUDP,4,8,W,BD,5336,Monday,10,FALSE
2024-04-29,10H 47M 0S,Monday,YONGE BD STATION,TUSC,5,9,E,BD,5312,Monday,10,FALSE
2024-04-29,11H 18M 0S,Monday,NORTH YORK CTR STATION,SUUT,10,15,S,YU,5736,Monday,11,FALSE
2024-04-29,11H 29M 0S,Monday,FINCH STATION,SUUT,58,63,N,YU,5616,Monday,11,FALSE
2024-04-29,11H 41M 0S,Monday,YONGE BD STATION,MUSAN,8,12,W,BD,5166,Monday,11,FALSE
2024-04-29,11H 51M 0S,Monday,RUNNYMEDE STATION,PUMST,0,0,E,BD,0,Monday,11,FALSE
2024-04-29,12H 2M 0S,Monday,SHEPPARD STATION,SUDP,5,10,S,YU,5426,Monday,12,FALSE
2024-04-29,12H 4M 0S,Monday,ST GEORGE YUS STATION,MUIR,3,8,N,YU,6051,Monday,12,FALSE
2024-04-29,12H 4M 0S,Monday,SHERBOURNE STATION,SUSA,14,18,E,BD,5166,Monday,12,FALSE
2024-04-29,12H 40M 0S,Monday,LAWRENCE STATION,MUATC,5,10,S,YU,6061,Monday,12,FALSE
2024-04-29,12H 44M 0S,Monday,WILSON STATION,MUI,7,12,S,YU,5786,Monday,12,FALSE
2024-04-29,12H 50M 0S,Monday,LAWRENCE WEST STATION,MUSAN,8,13,N,YU,5771,Monday,12,FALSE
2024-04-29,13H 4M 0S,Monday,BATHURST STATION,SUDP,8,12,E,BD,5012,Monday,13,FALSE
2024-04-29,13H 44M 0S,Monday,ST CLAIR STATION,PUSRA,0,0,N,YU,0,Monday,13,FALSE
2024-04-29,14H 17M 0S,Monday,EGLINTON STATION,SUDP,0,0,NA,YU,0,Monday,14,FALSE
2024-04-29,14H 33M 0S,Monday,ROSEDALE STATION,SUAP,18,23,N,YU,5421,Monday,14,FALSE
2024-04-29,14H 42M 0S,Monday,BLOOR STATION,SUDP,0,0,NA,YU,0,Monday,14,FALSE
2024-04-29,14H 51M 0S,Monday,COLLEGE STATION,PUOPO,0,0,N,YU,5386,Monday,14,FALSE
2024-04-29,14H 55M 0S,Monday,EGLINTON WEST STATION,MUIRS,0,0,NA,YU,0,Monday,14,FALSE
2024-04-29,15H 43M 0S,Monday,SHEPPARD STATION,PUOPO,3,8,S,YU,5951,Monday,15,FALSE
2024-04-29,15H 49M 0S,Monday,YORK MILLS STATION,PUOPO,4,9,S,YU,5951,Monday,15,FALSE
2024-04-29,16H 1M 0S,Monday,BLOOR STATION,MUSAN,10,13,N,YU,6126,Monday,16,FALSE
2024-04-29,16H 11M 0S,Monday,WARDEN STATION,SUO,3,6,E,BD,5281,Monday,16,FALSE
2024-04-29,16H 23M 0S,Monday,SPADINA YUS STATION,PUOPO,0,0,S,YU,5871,Monday,16,FALSE
2024-04-29,16H 39M 0S,Monday,ISLINGTON STATION,EUNT,19,22,E,BD,5342,Monday,16,FALSE
2024-04-29,16H 48M 0S,Monday,COLLEGE STATION,SUDP,0,0,NA,YU,0,Monday,16,FALSE
2024-04-29,16H 58M 0S,Monday,YONGE BD STATION,SUDP,0,0,NA,BD,0,Monday,16,FALSE
2024-04-29,17H 11M 0S,Monday,WELLESLEY STATION,SUDP,0,0,N,YU,0,Monday,17,FALSE
2024-04-29,17H 20M 0S,Monday,FINCH WEST STATION,MUPAA,4,7,S,YU,6006,Monday,17,FALSE
2024-04-29,17H 35M 0S,Monday,BLOOR STATION,SUO,0,0,N,YU,0,Monday,17,FALSE
2024-04-29,17H 45M 0S,Monday,KENNEDY BD STATION,TUNIP,5,8,W,BD,5201,Monday,17,FALSE
2024-04-29,18H 8M 0S,Monday,DUNDAS STATION,SUO,0,0,NA,YU,0,Monday,18,FALSE
2024-04-29,18H 28M 0S,Monday,FINCH WEST STATION,MUO,0,0,NA,YU,0,Monday,18,FALSE
2024-04-29,18H 32M 0S,Monday,SHEPPARD STATION,SUUT,9,12,N,YU,6066,Monday,18,FALSE
2024-04-29,19H 21M 0S,Monday,GLENCAIRN STATION,MUNCA,0,0,NA,YU,0,Monday,19,FALSE
2024-04-29,19H 49M 0S,Monday,SHEPPARD WEST STATION,PUOPO,0,0,N,YU,5681,Monday,19,FALSE
2024-04-29,20H 4M 0S,Monday,BLOOR STATION,SUDP,0,0,N,YU,0,Monday,20,FALSE
2024-04-29,20H 18M 0S,Monday,EGLINTON WEST STATION,MUIS,0,0,NA,YU,0,Monday,20,FALSE
2024-04-29,20H 19M 0S,Monday,GREENWOOD SHOPS,MUWR,0,0,NA,BD,0,Monday,20,FALSE
2024-04-29,20H 30M 0S,Monday,FINCH WEST STATION,PUMEL,0,0,NA,YU,0,Monday,20,FALSE
2024-04-29,20H 50M 0S,Monday,FINCH STATION,SUAE,0,0,NA,YU,0,Monday,20,FALSE
2024-04-29,21H 8M 0S,Monday,BAY STATION,MUIS,0,0,NA,BD,0,Monday,21,FALSE
2024-04-29,21H 43M 0S,Monday,DUNDAS STATION,SUDP,0,0,NA,YU,0,Monday,21,FALSE
2024-04-29,21H 50M 0S,Monday,OLD MILL STATION,SUDP,5,11,W,BD,5008,Monday,21,FALSE
2024-04-29,22H 0M 0S,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,NA,YU / BD,0,Monday,22,FALSE
2024-04-29,22H 11M 0S,Monday,VICTORIA PARK STATION,MUSC,0,0,W,BD,5114,Monday,22,FALSE
2024-04-29,22H 47M 0S,Monday,ST GEORGE YUS STATION,MUIR,8,13,N,YU,6006,Monday,22,FALSE
2024-04-29,23H 0M 0S,Monday,LINE 1 - YONGE-UNIVERS,MUO,0,0,NA,YU,0,Monday,23,FALSE
2024-04-29,23H 4M 0S,Monday,UNION STATION,SUDP,5,10,N,YU,5781,Monday,23,FALSE
2024-04-29,23H 15M 0S,Monday,FINCH STATION,MUIS,0,0,NA,YU,0,Monday,23,FALSE
2024-04-29,23H 57M 0S,Monday,HIGHWAY 407 STATION,MUWR,0,0,N,YU,5796,Monday,23,FALSE
